f,g,key norm,h,k1 (non-ternary),k1-norm,k2 (ternary),k2-norm,beta1,beta2,total time (seconds)
"-1, -1, -1, 1, 0, 1, 1, 0, -1, 0, -1, 0, -1, 1, 0, 1, -1, 0, 0, 0, 0, -1, 1, -1, 1, -1, 1, 1, 0, 1, 1, -1, 1, 0, 0, 1, 1, 1, 0, 1, 0, -1, 1, 0, 1, -1, 1, 0, -1, -1, -1, 1, -1, 0, 0, -1, -1, -1, 1, 0, 0","1, -1, -1, 0, 0, -1, 1, 0, -1, -1, 1, 0, 1, -1, 1, -1, -1, 1, 0, 1, 0, 0, 0, 0, -1, 1, 1, 1, 0, 0, -1, -1, -1, -1, 1, 1, -1, 1, 0, 0, -1, 0, 0, -1, 0, 0, 1, 1, -1, 0, 1, 0, -1, 1, 0, 0, -1, -1, 1, 1, 1",9.0,"419, 91, 136, 180, 28, 505, 149, 164, 178, 454, 327, 302, 9, 501, 14, 299, 306, 16, 69, 393, 85, 170, 251, 197, 296, 16, 240, 91, 11, 470, 185, 425, 218, 437, 229, 120, 195, 264, 309, 111, 432, 58, 319, 422, 208, 49, 153, 25, 401, 62, 374, 446, 298, 59, 381, 176, 397, 34, 92, 373, 205","0, 0, 0, 1, -1, -1, -1, 0, 0, 1, 1, 1, 1, -1, -1, 1, -1, 0, 0, 1, 0, 0, 1, 0, 0, -1, -1, 1, 0, -1, 0, 1, -1, 0, 0, 1, 1, -1, -1, -1, -1, 1, 1, 0, 0, 1, -1, 0, 1, 1, -1, 0, -1, 1, -1, 1, 1, -1, 0, -1, 0, 1, -1, 1, -1, 1, -1, -1, 0, -1, -1, 1, -1, 0, 0, -1, -1, -1, 0, -1, 0, 1, -1, 0, -1, 1, -1, 0, 1, 1, 1, -1, 1, 0, 0, 1, 1, 1, -1, 0, 0, 1, 1, 1, -1, 0, -1, -1, 0, 1, 0, 1, 0, 1, -1, 0, -1, 1, 0, 0, 0, 0",9.0,"0, 0, 0, 1, -1, -1, -1, 0, 0, 1, 1, 1, 1, -1, -1, 1, -1, 0, 0, 1, 0, 0, 1, 0, 0, -1, -1, 1, 0, -1, 0, 1, -1, 0, 0, 1, 1, -1, -1, -1, -1, 1, 1, 0, 0, 1, -1, 0, 1, 1, -1, 0, -1, 1, -1, 1, 1, -1, 0, -1, 0, 1, -1, 1, -1, 1, -1, -1, 0, -1, -1, 1, -1, 0, 0, -1, -1, -1, 0, -1, 0, 1, -1, 0, -1, 1, -1, 0, 1, 1, 1, -1, 1, 0, 0, 1, 1, 1, -1, 0, 0, 1, 1, 1, -1, 0, -1, -1, 0, 1, 0, 1, 0, 1, -1, 0, -1, 1, 0, 0, 0, 0",9.0,2,2,0.8569021224975586
"-1, 0, -1, 1, -1, 1, -1, 1, 0, 1, 0, 1, -1, 0, -1, 0, 1, 1, 1, -1, -1, 0, -1, 0, -1, -1, -1, 0, 1, 1, -1, 0, 0, -1, 0, -1, 1, 1, -1, -1, 0, 0, 1, 0, 0, -1, -1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, -1, 1","-1, 0, -1, -1, 1, 0, 1, 0, 1, 0, -1, -1, 1, 1, -1, 1, -1, 0, -1, -1, -1, 1, 1, 0, 0, 1, 0, 0, -1, 1, 1, -1, -1, 1, 0, 0, 0, 0, -1, -1, -1, 1, 0, 1, 1, -1, 0, 0, 1, 1, -1, -1, 0, 1, 1, 1, 0, -1, 0, 0, 0",9.0,"498, 456, 461, 152, 468, 448, 425, 202, 206, 144, 328, 199, 511, 380, 350, 398, 48, 506, 276, 456, 25, 275, 343, 281, 490, 491, 210, 24, 360, 258, 279, 444, 505, 238, 410, 3, 36, 475, 277, 86, 351, 218, 318, 21, 87, 146, 409, 251, 306, 201, 77, 7, 102, 68, 395, 314, 116, 461, 344, 303, 491","1, 0, 0, -1, -1, 1, 1, 0, -1, -1, -1, 0, 1, 0, 0, 0, 1, 0, 1, 1, -1, 0, -1, 0, -1, 0, 1, 1, -1, -1, 1, -1, 1, 0, 1, 1, 1, -1, -1, 0, 0, -1, 0, 0, 1, -1, -1, 1, 1, -1, 0, 0, 0, 0, 1, 1, 1, -1, 0, -1, -1, 1, 1, -1, -1, -1, -1, 0, 0, -1, -1, 0, -1, 0, 0, 1, -1, 1, 0, 1, -1, 1, -1, 1, -1, 0, -1, 0, -1, 1, 0, 1, 0, -1, -1, -1, 1, 1, 0, 1, 0, 1, 1, 1, 0, -1, -1, 1, 0, 0, 1, 0, 1, -1, -1, 1, 1, 0, 0, -1, 0, 0",9.0,"1, 0, 0, -1, -1, 1, 1, 0, -1, -1, -1, 0, 1, 0, 0, 0, 1, 0, 1, 1, -1, 0, -1, 0, -1, 0, 1, 1, -1, -1, 1, -1, 1, 0, 1, 1, 1, -1, -1, 0, 0, -1, 0, 0, 1, -1, -1, 1, 1, -1, 0, 0, 0, 0, 1, 1, 1, -1, 0, -1, -1, 1, 1, -1, -1, -1, -1, 0, 0, -1, -1, 0, -1, 0, 0, 1, -1, 1, 0, 1, -1, 1, -1, 1, -1, 0, -1, 0, -1, 1, 0, 1, 0, -1, -1, -1, 1, 1, 0, 1, 0, 1, 1, 1, 0, -1, -1, 1, 0, 0, 1, 0, 1, -1, -1, 1, 1, 0, 0, -1, 0, 0",9.0,2,2,0.7744283676147461
"-1, 0, 0, -1, 1, -1, -1, -1, -1, -1, -1, 1, 0, 1, 1, 0, -1, -1, 1, -1, 0, 0, 0, 0, 1, -1, 0, 1, 1, 1, -1, 0, 1, 1, -1, 0, 0, 0, 0, 1, -1, 0, 0, 0, -1, -1, 0, 0, 1, 1, 1, -1, 1, -1, 1, -1, 0, 1, 1, 1, 1","1, -1, -1, -1, 1, 1, 1, -1, 0, -1, 0, -1, 0, 1, 0, 1, -1, -1, 0, 0, -1, 1, 0, 0, 0, 1, 1, 0, -1, 1, -1, 0, 0, 1, -1, 1, 1, -1, 1, 0, -1, -1, -1, 1, 0, 1, 0, 0, -1, -1, 0, 1, -1, 1, 0, 1, -1, 0, 1, 0, 0",9.0,"458, 49, 63, 230, 167, 156, 287, 183, 70, 59, 402, 274, 125, 109, 355, 316, 71, 393, 418, 481, 161, 209, 477, 231, 341, 420, 359, 193, 411, 190, 481, 438, 351, 410, 53, 294, 424, 380, 451, 425, 170, 389, 112, 318, 468, 28, 291, 378, 190, 22, 231, 433, 176, 431, 328, 220, 91, 140, 67, 462, 74","0, 1, 1, 1, -1, 0, -1, 0, 0, 1, 1, 0, -1, 1, -1, 0, -1, 1, 0, -1, 0, 0, -1, 1, 1, 1, -1, -1, -1, 1, 0, 1, 0, 1, 0, -1, 0, -1, 1, 1, 0, 0, 1, -1, 0, 0, 0, -1, -1, 0, 1, -1, 1, 0, 0, -1, 1, -1, -1, 1, -1, -1, 1, 0, 0, 0, 1, 1, 0, 0, -1, -1, -1, 1, -1, 1, -1, 1, 0, -1, -1, -1, -1, 1, 0, 0, 1, -1, 1, 1, 1, 1, 1, 1, -1, 0, -1, -1, 0, 1, 1, -1, 1, 0, 0, 0, 0, -1, 1, 0, -1, -1, -1, 1, 0, -1, -1, 1, 0, 0, 0, 0",9.0,"0, 1, 1, 1, -1, 0, -1, 0, 0, 1, 1, 0, -1, 1, -1, 0, -1, 1, 0, -1, 0, 0, -1, 1, 1, 1, -1, -1, -1, 1, 0, 1, 0, 1, 0, -1, 0, -1, 1, 1, 0, 0, 1, -1, 0, 0, 0, -1, -1, 0, 1, -1, 1, 0, 0, -1, 1, -1, -1, 1, -1, -1, 1, 0, 0, 0, 1, 1, 0, 0, -1, -1, -1, 1, -1, 1, -1, 1, 0, -1, -1, -1, -1, 1, 0, 0, 1, -1, 1, 1, 1, 1, 1, 1, -1, 0, -1, -1, 0, 1, 1, -1, 1, 0, 0, 0, 0, -1, 1, 0, -1, -1, -1, 1, 0, -1, -1, 1, 0, 0, 0, 0",9.0,2,2,0.7637228965759277
"0, 0, 1, 1, -1, 0, 1, 0, 1, -1, 1, -1, 0, 0, -1, -1, 1, -1, 0, -1, 1, -1, 1, 1, -1, -1, -1, 1, 0, 1, 1, 0, -1, 0, -1, 1, -1, 1, 1, -1, 1, 0, -1, 1, 0, 0, 1, 0, 0, -1, 1, 0, 0, 0, -1, 1, -1, 0, 1, -1, 0","0, 1, 1, 1, -1, 0, 0, 1, 0, -1, 0, -1, 1, -1, 1, 0, 1, -1, 1, 0, 0, 0, 0, 1, -1, 0, -1, 1, -1, -1, -1, 1, 1, 0, -1, 0, -1, 1, 1, 1, 0, 0, -1, 1, -1, 0, 1, -1, 0, 1, -1, 0, -1, 1, -1, 1, 0, -1, 0, 0, -1",9.0,"177, 386, 203, 76, 112, 274, 66, 295, 79, 501, 194, 333, 385, 472, 13, 234, 191, 67, 488, 451, 53, 107, 70, 91, 265, 8, 111, 464, 124, 500, 312, 204, 437, 465, 49, 451, 296, 331, 213, 409, 239, 499, 252, 292, 130, 334, 95, 497, 350, 317, 420, 331, 406, 277, 163, 191, 20, 469, 247, 250, 136","-1, 1, 0, -1, 0, 0, -1, 0, 1, 1, 1, -1, 0, 0, 1, 0, -1, 0, -1, 1, -1, 1, 0, 1, -1, 1, 0, 0, 0, 0, 1, -1, 0, -1, 1, -1, -1, -1, 1, 1, 0, -1, 0, -1, 1, 1, 1, 0, 0, -1, 1, -1, 0, 1, -1, 0, 1, -1, 0, -1, 1, -1, 1, -1, 0, 1, -1, 0, 0, 0, 1, 1, -1, 0, 1, 0, 1, -1, 1, -1, 0, 0, -1, -1, 1, -1, 0, -1, 1, -1, 1, 1, -1, -1, -1, 1, 0, 1, 1, 0, -1, 0, -1, 1, -1, 1, 1, -1, 1, 0, -1, 1, 0, 0, 1, 0, 0, -1, 1, 0, 0, 0",9.0,"-1, 1, 0, -1, 0, 0, -1, 0, 1, 1, 1, -1, 0, 0, 1, 0, -1, 0, -1, 1, -1, 1, 0, 1, -1, 1, 0, 0, 0, 0, 1, -1, 0, -1, 1, -1, -1, -1, 1, 1, 0, -1, 0, -1, 1, 1, 1, 0, 0, -1, 1, -1, 0, 1, -1, 0, 1, -1, 0, -1, 1, -1, 1, -1, 0, 1, -1, 0, 0, 0, 1, 1, -1, 0, 1, 0, 1, -1, 1, -1, 0, 0, -1, -1, 1, -1, 0, -1, 1, -1, 1, 1, -1, -1, -1, 1, 0, 1, 1, 0, -1, 0, -1, 1, -1, 1, 1, -1, 1, 0, -1, 1, 0, 0, 1, 0, 0, -1, 1, 0, 0, 0",9.0,2,2,0.8171401023864746
"-1, 1, -1, 1, 0, 0, 1, 1, 1, 0, 0, 1, -1, -1, 0, -1, 0, -1, 1, 0, 1, 1, -1, 0, 1, -1, -1, 1, -1, 0, 0, -1, 1, 1, -1, -1, -1, 0, 1, 0, -1, 0, 0, 0, 0, 0, 1, -1, 1, -1, -1, -1, 1, 0, -1, 1, 1, 0, 0, 1, 1","-1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, -1, 0, -1, 0, 0, 0, 1, 0, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, 1, 0, 0, 0, 1, 1, 0, -1, 0, -1, -1, -1, 1, 0, 1, 1, 1, 0, -1, 1, 1, 0, 1, 0, -1, -1, -1, 1, 1, -1, 1",9.0,"144, 434, 270, 404, 366, 44, 261, 215, 253, 190, 174, 441, 477, 449, 457, 279, 214, 51, 23, 292, 261, 96, 106, 380, 161, 437, 304, 110, 365, 79, 447, 60, 157, 298, 461, 480, 498, 410, 451, 58, 60, 187, 474, 311, 37, 269, 163, 65, 453, 209, 413, 50, 121, 108, 118, 389, 339, 482, 89, 395, 83","1, 0, -1, 1, 1, 0, 1, 0, -1, -1, -1, 1, 1, -1, 1, -1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, -1, 0, -1, 0, 0, 0, 1, 0, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, 1, 0, 0, 0, 1, 1, 0, -1, 0, -1, -1, -1, 1, 0, 1, 1, 1, -1, 1, -1, -1, -1, 1, 0, -1, 1, 1, 0, 0, 1, 1, -1, 1, -1, 1, 0, 0, 1, 1, 1, 0, 0, 1, -1, -1, 0, -1, 0, -1, 1, 0, 1, 1, -1, 0, 1, -1, -1, 1, -1, 0, 0, -1, 1, 1, -1, -1, -1, 0, 1, 0, -1, 0, 0, 0, 0, 0",9.0,"1, 0, -1, 1, 1, 0, 1, 0, -1, -1, -1, 1, 1, -1, 1, -1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, -1, 0, -1, 0, 0, 0, 1, 0, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, 1, 0, 0, 0, 1, 1, 0, -1, 0, -1, -1, -1, 1, 0, 1, 1, 1, -1, 1, -1, -1, -1, 1, 0, -1, 1, 1, 0, 0, 1, 1, -1, 1, -1, 1, 0, 0, 1, 1, 1, 0, 0, 1, -1, -1, 0, -1, 0, -1, 1, 0, 1, 1, -1, 0, 1, -1, -1, 1, -1, 0, 0, -1, 1, 1, -1, -1, -1, 0, 1, 0, -1, 0, 0, 0, 0, 0",9.0,2,2,0.9365735054016113
"1, 0, 0, 1, 0, -1, 1, 1, -1, -1, 0, 1, -1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, -1, -1, -1, -1, 0, 1, 0, -1, -1, -1, 0, 0, -1, 1, 1, 0, 0, 1, 0, 1, -1, -1, -1, -1, 1, 0, -1, 0, 1, 1, 1, -1, 1, -1, 0, -1, 0","-1, 1, 0, 1, 0, -1, 1, 0, 0, -1, -1, 1, 0, 1, 0, 0, -1, -1, 0, 1, 0, 1, -1, 0, 1, 1, -1, 1, 0, 1, -1, -1, 0, 1, -1, 0, -1, 0, 0, 0, 0, 1, -1, -1, 1, 1, -1, -1, -1, 1, 0, 1, 0, 0, -1, -1, 1, 1, -1, 1, 0",9.0,"112, 241, 69, 390, 103, 39, 510, 283, 362, 201, 287, 304, 135, 245, 390, 124, 233, 464, 75, 317, 362, 21, 200, 175, 161, 331, 102, 202, 133, 191, 245, 195, 22, 506, 133, 34, 104, 459, 319, 275, 12, 415, 129, 246, 143, 300, 500, 22, 482, 485, 481, 264, 321, 503, 236, 241, 222, 237, 336, 354, 377","1, 0, -1, 1, 0, 0, -1, -1, 1, 0, 1, 0, 0, -1, -1, 0, 1, 0, 1, -1, 0, 1, 1, -1, 1, 0, 1, -1, -1, 0, 1, -1, 0, -1, 0, 0, 0, 0, 1, -1, -1, 1, 1, -1, -1, -1, 1, 0, 1, 0, 0, -1, -1, 1, 1, -1, 1, 0, -1, 1, 0, 1, 0, -1, 1, 1, -1, -1, 0, 1, -1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, -1, -1, -1, -1, 0, 1, 0, -1, -1, -1, 0, 0, -1, 1, 1, 0, 0, 1, 0, 1, -1, -1, -1, -1, 1, 0, -1, 0, 1, 1, 1, -1, 1, -1, 0, -1, 0, 1, 0, 0",9.0,"1, 0, -1, 1, 0, 0, -1, -1, 1, 0, 1, 0, 0, -1, -1, 0, 1, 0, 1, -1, 0, 1, 1, -1, 1, 0, 1, -1, -1, 0, 1, -1, 0, -1, 0, 0, 0, 0, 1, -1, -1, 1, 1, -1, -1, -1, 1, 0, 1, 0, 0, -1, -1, 1, 1, -1, 1, 0, -1, 1, 0, 1, 0, -1, 1, 1, -1, -1, 0, 1, -1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, -1, -1, -1, -1, 0, 1, 0, -1, -1, -1, 0, 0, -1, 1, 1, 0, 0, 1, 0, 1, -1, -1, -1, -1, 1, 0, -1, 0, 1, 1, 1, -1, 1, -1, 0, -1, 0, 1, 0, 0",9.0,2,2,0.7835204601287842
"0, -1, 1, 0, 0, 0, 0, 0, 0, 1, -1, 0, 1, -1, 0, 0, -1, -1, 0, -1, 0, 1, 0, 1, 0, -1, 1, -1, -1, 0, 1, 1, -1, 1, -1, 0, 1, -1, 1, 1, -1, 1, -1, -1, 1, -1, 1, 0, 0, 1, -1, 1, -1, 0, 1, 1, 0, 1, 1, -1, -1","0, 0, 1, 0, 0, -1, -1, -1, 1, -1, 0, 0, 0, 0, 0, -1, 0, 1, 0, 1, -1, 1, 1, 0, -1, -1, 1, 0, -1, -1, 0, 1, -1, 0, 0, 1, 1, 1, -1, 1, -1, -1, 1, 1, 1, 0, 0, 0, -1, 1, -1, -1, 0, -1, -1, 0, 1, 1, 1, -1, 1",9.0,"390, 145, 312, 321, 404, 263, 375, 459, 200, 405, 497, 327, 340, 446, 144, 391, 372, 73, 361, 212, 247, 223, 439, 399, 69, 452, 390, 248, 411, 78, 267, 50, 21, 509, 494, 59, 150, 66, 223, 92, 138, 349, 153, 200, 136, 392, 359, 163, 356, 258, 149, 150, 471, 326, 43, 152, 490, 377, 340, 462, 108","1, 0, 0, 0, 0, 0, 1, 0, -1, 0, -1, 1, -1, -1, 0, 1, 1, -1, 0, 1, 1, 0, -1, 1, 0, 0, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, 0, 0, 1, -1, 1, 1, 0, 1, 1, 0, -1, -1, -1, 1, -1, 0, 0, -1, 0, 0, 1, 1, 1, -1, -1, 1, 0, -1, 1, 0, 0, 1, 1, 0, 1, 0, -1, 0, -1, 0, 1, -1, 1, 1, 0, -1, -1, 1, -1, 1, 0, -1, 1, -1, -1, 1, -1, 1, 1, -1, 1, -1, 0, 0, -1, 1, -1, 1, 0, -1, -1, 0, -1, -1, 1, 1, 0, 1, -1, 0, 0, 0, 0, 0, 0",9.0,"1, 0, 0, 0, 0, 0, 1, 0, -1, 0, -1, 1, -1, -1, 0, 1, 1, -1, 0, 1, 1, 0, -1, 1, 0, 0, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, 0, 0, 1, -1, 1, 1, 0, 1, 1, 0, -1, -1, -1, 1, -1, 0, 0, -1, 0, 0, 1, 1, 1, -1, -1, 1, 0, -1, 1, 0, 0, 1, 1, 0, 1, 0, -1, 0, -1, 0, 1, -1, 1, 1, 0, -1, -1, 1, -1, 1, 0, -1, 1, -1, -1, 1, -1, 1, 1, -1, 1, -1, 0, 0, -1, 1, -1, 1, 0, -1, -1, 0, -1, -1, 1, 1, 0, 1, -1, 0, 0, 0, 0, 0, 0",9.0,2,2,0.7334094047546387
"-1, -1, 0, 1, 1, 0, -1, 1, 1, -1, 0, 1, 0, 1, -1, -1, 0, 1, 0, 1, -1, 0, 0, 0, -1, -1, 0, 0, -1, 1, -1, 1, -1, -1, 1, 1, 0, 1, -1, 0, -1, -1, -1, 0, 0, 1, 1, -1, 1, 1, 0, 0, -1, 0, -1, 1, 0, 1, 1, 1, 0","0, -1, 1, 0, -1, -1, 1, 1, -1, 1, -1, -1, 0, -1, 0, -1, 1, 0, 1, 0, 0, -1, 1, -1, 1, 0, 1, 1, 1, 0, 0, -1, -1, 1, -1, -1, -1, -1, 0, 1, 0, 0, -1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, -1, 0, 1, -1, 0, 1, -1, 0",9.0,"191, 257, 482, 352, 265, 203, 401, 179, 332, 328, 339, 153, 189, 67, 28, 324, 53, 284, 192, 45, 325, 415, 435, 206, 390, 497, 377, 432, 348, 459, 150, 189, 230, 478, 176, 189, 424, 19, 114, 122, 484, 263, 189, 234, 329, 510, 422, 507, 198, 353, 390, 443, 91, 500, 48, 424, 232, 423, 399, 507, 335","-1, 0, -1, -1, -1, 0, 0, 1, 1, -1, 1, 1, 1, 1, 0, -1, 0, 0, 1, -1, -1, 0, 0, 0, 0, -1, 0, -1, -1, 1, 0, -1, 1, 0, -1, 1, 0, 0, 1, -1, 0, 1, 1, -1, -1, 1, -1, 1, 1, 0, 1, 0, 1, -1, 0, -1, 0, 0, 1, -1, 1, 1, 1, 0, 0, 1, -1, 1, -1, 1, 1, -1, -1, 0, -1, 1, 0, 1, 1, 1, 0, 0, -1, -1, 1, -1, -1, 0, 0, 1, 0, 1, -1, 0, -1, -1, -1, 0, 1, 1, 0, -1, -1, 0, 1, -1, -1, 1, 0, -1, 0, -1, 1, 1, 0, -1, 0, -1, 1, 0, 0, 0",9.0,"-1, 0, -1, -1, -1, 0, 0, 1, 1, -1, 1, 1, 1, 1, 0, -1, 0, 0, 1, -1, -1, 0, 0, 0, 0, -1, 0, -1, -1, 1, 0, -1, 1, 0, -1, 1, 0, 0, 1, -1, 0, 1, 1, -1, -1, 1, -1, 1, 1, 0, 1, 0, 1, -1, 0, -1, 0, 0, 1, -1, 1, 1, 1, 0, 0, 1, -1, 1, -1, 1, 1, -1, -1, 0, -1, 1, 0, 1, 1, 1, 0, 0, -1, -1, 1, -1, -1, 0, 0, 1, 0, 1, -1, 0, -1, -1, -1, 0, 1, 1, 0, -1, -1, 0, 1, -1, -1, 1, 0, -1, 0, -1, 1, 1, 0, -1, 0, -1, 1, 0, 0, 0",9.0,2,2,0.8009419441223145
"0, 0, 0, -1, -1, 0, 1, -1, -1, 0, 0, 1, 1, 0, -1, 1, 1, 1, -1, -1, 1, -1, -1, -1, 1, 1, -1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, -1, 1, 1, 0, -1, 1, 1, 0, 0, -1, 0, 0, 1, -1, -1, -1, -1, -1, 0, 1, -1","-1, 1, -1, -1, 1, 1, 1, 0, 1, -1, 1, 0, 1, 0, -1, 1, 1, 0, 0, 0, 0, 0, -1, -1, -1, -1, 1, 1, -1, 0, 0, -1, -1, 1, 0, 1, -1, 0, -1, 0, 0, 1, 0, 0, 1, 0, 0, -1, 1, -1, 1, 1, -1, 0, -1, 1, -1, 1, -1, 0, 0",9.0,"113, 335, 71, 52, 263, 453, 208, 82, 413, 64, 306, 221, 68, 399, 69, 400, 11, 453, 135, 273, 414, 447, 169, 48, 279, 231, 279, 18, 444, 213, 506, 183, 484, 283, 484, 366, 122, 224, 292, 224, 277, 49, 37, 406, 465, 237, 414, 430, 403, 406, 21, 387, 309, 38, 22, 508, 72, 250, 446, 358, 238","0, 1, -1, 0, -1, 0, 0, 1, 0, 0, 1, 0, 0, -1, 1, -1, 1, 1, -1, 0, -1, 1, -1, 1, -1, 0, 0, -1, 1, -1, -1, 1, 1, 1, 0, 1, -1, 1, 0, 1, 0, -1, 1, 1, 0, 0, 0, 0, 0, -1, -1, -1, -1, 1, 1, -1, 0, 0, -1, -1, 1, 0, 1, 1, 0, 0, 1, -1, 1, 1, 0, -1, 1, 1, 0, 0, -1, 0, 0, 1, -1, -1, -1, -1, -1, 0, 1, -1, 0, 0, 0, -1, -1, 0, 1, -1, -1, 0, 0, 1, 1, 0, -1, 1, 1, 1, -1, -1, 1, -1, -1, -1, 1, 1, -1, 1, 0, 1, 1, 0, 0, 0",9.0,"0, 1, -1, 0, -1, 0, 0, 1, 0, 0, 1, 0, 0, -1, 1, -1, 1, 1, -1, 0, -1, 1, -1, 1, -1, 0, 0, -1, 1, -1, -1, 1, 1, 1, 0, 1, -1, 1, 0, 1, 0, -1, 1, 1, 0, 0, 0, 0, 0, -1, -1, -1, -1, 1, 1, -1, 0, 0, -1, -1, 1, 0, 1, 1, 0, 0, 1, -1, 1, 1, 0, -1, 1, 1, 0, 0, -1, 0, 0, 1, -1, -1, -1, -1, -1, 0, 1, -1, 0, 0, 0, -1, -1, 0, 1, -1, -1, 0, 0, 1, 1, 0, -1, 1, 1, 1, -1, -1, 1, -1, -1, -1, 1, 1, -1, 1, 0, 1, 1, 0, 0, 0",9.0,2,2,0.82080078125
"-1, 1, -1, -1, 0, 0, -1, 0, 1, 1, 0, 0, -1, 1, -1, 1, -1, -1, -1, 1, 1, 1, 0, -1, -1, 0, 1, 1, -1, -1, 0, 0, 0, 1, 0, 0, 0, 1, 1, -1, 0, 1, -1, 1, -1, 0, 0, -1, 1, 1, 1, 0, 1, 0, -1, -1, -1, 1, 0, 1, 0","1, 0, 1, -1, -1, -1, 1, 0, 0, 0, 0, -1, -1, -1, 0, 1, 1, 1, 0, 1, 1, 0, 0, -1, -1, 1, 0, -1, -1, 1, 0, 0, 1, -1, 0, -1, 0, -1, 0, 1, 1, -1, 1, -1, -1, -1, 1, 1, 0, -1, 0, 1, 0, 0, 1, 1, 0, -1, -1, 0, 1",9.0,"225, 4, 133, 145, 80, 115, 445, 16, 435, 32, 448, 486, 153, 75, 257, 355, 340, 318, 325, 119, 505, 307, 334, 251, 184, 112, 183, 133, 388, 472, 318, 455, 448, 143, 120, 219, 5, 402, 70, 182, 447, 354, 304, 270, 459, 132, 311, 507, 100, 267, 360, 169, 51, 489, 373, 246, 438, 381, 240, 115, 122","1, 0, -1, -1, 1, -1, 1, 1, 1, -1, -1, 0, 1, 0, -1, 0, 0, -1, -1, 0, 1, 1, 0, -1, -1, 0, -1, 1, 1, 1, -1, 0, 0, 0, 0, 1, 1, 1, 0, -1, -1, -1, 0, -1, -1, 0, 0, 1, 1, -1, 0, 1, 1, -1, 0, 0, -1, 1, 0, 1, 0, -1, -1, 1, 0, -1, 1, -1, 1, 0, 0, 1, -1, -1, -1, 0, -1, 0, 1, 1, 1, -1, 0, -1, 0, 1, -1, 1, 1, 0, 0, 1, 0, -1, -1, 0, 0, 1, -1, 1, -1, 1, 1, 1, -1, -1, -1, 0, 1, 1, 0, -1, -1, 1, 1, 0, 0, 0, -1, 0, 0, 0",9.0,"1, 0, -1, -1, 1, -1, 1, 1, 1, -1, -1, 0, 1, 0, -1, 0, 0, -1, -1, 0, 1, 1, 0, -1, -1, 0, -1, 1, 1, 1, -1, 0, 0, 0, 0, 1, 1, 1, 0, -1, -1, -1, 0, -1, -1, 0, 0, 1, 1, -1, 0, 1, 1, -1, 0, 0, -1, 1, 0, 1, 0, -1, -1, 1, 0, -1, 1, -1, 1, 0, 0, 1, -1, -1, -1, 0, -1, 0, 1, 1, 1, -1, 0, -1, 0, 1, -1, 1, 1, 0, 0, 1, 0, -1, -1, 0, 0, 1, -1, 1, -1, 1, 1, 1, -1, -1, -1, 0, 1, 1, 0, -1, -1, 1, 1, 0, 0, 0, -1, 0, 0, 0",9.0,2,2,0.8174769878387451
