f,g,key norm,h,k1 (non-ternary),k1-norm,k2 (ternary),k2-norm,beta1,beta2,total time (seconds)
"0, -1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, -1, 1, 0, 0, 0, 0, -1, 1, 1, 0, 0, 0, 0, 0, -1, 1, 1, -1, -1, -1, -1, 1, -1, -1, -1, -1, 1, -1, -1, 0, 1, -1, 1, 0, 0, 1, -1, -1, 0, 1, -1, 1, -1, -1, 0, 1","-1, 0, -1, 1, -1, 0, 1, 1, 1, 1, -1, -1, 0, -1, -1, -1, -1, -1, 1, 1, -1, -1, 0, -1, 0, 1, 0, 0, -1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, -1, 1, 0, 0, 1, 0, -1, 0, 1, 0, 1, 0, -1, 0, -1, 1, 0, -1, -1, 0",9.0,"453, 249, 438, 270, 349, 279, 383, 350, 417, 291, 242, 69, 506, 66, 40, 367, 96, 240, 337, 462, 459, 56, 238, 132, 262, 96, 253, 458, 289, 89, 110, 334, 447, 435, 181, 116, 411, 430, 134, 77, 498, 482, 171, 116, 86, 20, 463, 443, 63, 323, 330, 185, 451, 486, 5, 103, 431, 174, 430, 27, 186","-1, -1, -1, 0, -1, -1, 0, -1, 0, -1, 0, 0, 1, -1, 0, 0, -1, 0, 1, 0, -1, 0, -1, 0, 1, 0, 1, -1, 0, 1, 1, 0, 1, 0, 1, -1, 1, 0, -1, -1, -1, -1, 1, 1, 0, 1, 1, 1, 1, 1, -1, -1, 1, 1, 0, 1, 0, -1, 0, 0, 1, 1, -1, -1, 1, 1, 1, 1, -1, 1, 1, 1, 1, -1, 1, 1, 0, -1, 1, -1, 0, 0, -1, 1, 1, 0, -1, 1, -1, 1, 1, 0, -1, 0, 1, 0, -1, -1, 0, -1, 0, -1, -1, -1, -1, 0, -1, 0, 1, -1, 0, 0, 0, 0, 1, -1, -1, 0, 0, 0, 0, 0",9.0,"-1, -1, -1, 0, -1, -1, 0, -1, 0, -1, 0, 0, 1, -1, 0, 0, -1, 0, 1, 0, -1, 0, -1, 0, 1, 0, 1, -1, 0, 1, 1, 0, 1, 0, 1, -1, 1, 0, -1, -1, -1, -1, 1, 1, 0, 1, 1, 1, 1, 1, -1, -1, 1, 1, 0, 1, 0, -1, 0, 0, 1, 1, -1, -1, 1, 1, 1, 1, -1, 1, 1, 1, 1, -1, 1, 1, 0, -1, 1, -1, 0, 0, -1, 1, 1, 0, -1, 1, -1, 1, 1, 0, -1, 0, 1, 0, -1, -1, 0, -1, 0, -1, -1, -1, -1, 0, -1, 0, 1, -1, 0, 0, 0, 0, 1, -1, -1, 0, 0, 0, 0, 0",9.0,2,2,1.077763557434082
"1, 1, 0, -1, 1, -1, -1, -1, 1, 1, -1, 0, -1, -1, 0, 1, 1, 0, 0, 1, 0, 1, -1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, -1, 0, 1, -1, -1, 0, -1, 0, -1, -1, 0, 1, -1, 1, -1, 0, -1, 0, 0, 0, 1, 0, 1, -1, 1, 1, -1, -1","0, 1, 0, 1, 1, -1, 1, -1, 1, 1, 1, -1, 1, 1, 0, -1, -1, 0, -1, -1, 0, 1, -1, -1, -1, 0, -1, 0, -1, 1, 0, 1, 0, -1, 1, 1, 1, 1, 0, 0, -1, 0, 0, -1, 1, 0, 0, 1, -1, 0, 0, -1, 0, -1, 0, 1, -1, -1, 0, 0, 1",9.0,"384, 283, 453, 53, 170, 421, 451, 478, 448, 350, 361, 82, 149, 439, 35, 94, 141, 469, 485, 132, 483, 128, 383, 304, 481, 500, 67, 201, 343, 139, 348, 376, 339, 159, 314, 330, 216, 235, 208, 415, 191, 499, 5, 349, 18, 29, 193, 166, 377, 357, 342, 315, 133, 106, 187, 190, 306, 75, 347, 370, 494","0, 1, 0, 1, -1, 0, -1, 0, 1, -1, -1, -1, -1, 0, 0, 1, 0, 0, 1, -1, 0, 0, -1, 1, 0, 0, 1, 0, 1, 0, -1, 1, 1, 0, 0, -1, 0, -1, 0, -1, -1, 1, -1, 1, -1, -1, -1, 1, -1, -1, 0, 1, 1, 0, 1, 1, 0, -1, 1, 1, 1, -1, -1, 0, 0, -1, -1, 0, -1, 1, 0, -1, 1, 1, 0, 1, 0, 1, 1, 0, -1, 1, -1, 1, 0, 1, 0, 0, 0, -1, 0, -1, 1, -1, -1, 1, 1, -1, -1, 0, 1, -1, 1, 1, 1, -1, -1, 1, 0, 1, 1, 0, -1, -1, 0, 0, -1, 0, -1, 1, 0, 0",9.0,"0, 1, 0, 1, -1, 0, -1, 0, 1, -1, -1, -1, -1, 0, 0, 1, 0, 0, 1, -1, 0, 0, -1, 1, 0, 0, 1, 0, 1, 0, -1, 1, 1, 0, 0, -1, 0, -1, 0, -1, -1, 1, -1, 1, -1, -1, -1, 1, -1, -1, 0, 1, 1, 0, 1, 1, 0, -1, 1, 1, 1, -1, -1, 0, 0, -1, -1, 0, -1, 1, 0, -1, 1, 1, 0, 1, 0, 1, 1, 0, -1, 1, -1, 1, 0, 1, 0, 0, 0, -1, 0, -1, 1, -1, -1, 1, 1, -1, -1, 0, 1, -1, 1, 1, 1, -1, -1, 1, 0, 1, 1, 0, -1, -1, 0, 0, -1, 0, -1, 1, 0, 0",9.0,2,2,0.9781050682067871
"0, 0, 0, -1, -1, 1, 0, 0, -1, 0, -1, -1, 0, 0, 0, 1, -1, 1, 1, 1, 0, 1, -1, 1, 1, -1, 1, 0, 1, -1, 1, 1, 0, -1, 1, 0, -1, -1, 1, 0, 0, -1, -1, 0, 1, -1, 0, -1, 1, 0, 1, -1, -1, 1, 1, 1, 0, -1, 1, -1, 0","0, 1, 0, 1, -1, -1, -1, 0, 0, -1, 1, 1, -1, -1, 0, -1, 0, 1, -1, 0, 0, -1, 0, -1, 1, 1, -1, 0, 0, 1, 1, -1, 0, -1, 0, 1, 0, 0, 0, 1, -1, 1, -1, -1, -1, 1, 0, 1, -1, 1, 1, 0, 0, 1, 1, 1, 0, -1, -1, 1, 0",9.0,"346, 375, 347, 343, 472, 82, 31, 196, 510, 116, 338, 500, 216, 209, 317, 357, 499, 348, 208, 208, 306, 54, 250, 288, 124, 379, 243, 252, 285, 334, 109, 451, 466, 113, 153, 125, 501, 48, 403, 261, 71, 168, 373, 321, 465, 106, 308, 285, 473, 380, 408, 72, 170, 414, 395, 291, 421, 32, 234, 336, 10","-1, 1, 1, 1, 0, 0, 1, -1, -1, 1, 1, 0, 1, 0, -1, 1, 0, 0, 1, 0, 1, -1, -1, 1, 0, 0, -1, -1, 1, 0, 1, 0, -1, 0, 0, 0, -1, 1, -1, 1, 1, 1, -1, 0, -1, 1, -1, -1, 0, 0, -1, -1, -1, 0, 1, 1, -1, 0, 0, -1, 0, 1, 1, -1, 0, 0, 1, 0, 1, 1, 0, 0, 0, -1, 1, -1, -1, -1, 0, -1, 1, -1, -1, 1, -1, 0, -1, 1, -1, -1, 0, 1, -1, 0, 1, 1, -1, 0, 0, 1, 1, 0, -1, 1, 0, 1, -1, 0, -1, 1, 1, -1, -1, -1, 0, 1, -1, 1, 0, 0, 0, 0",9.0,"-1, 1, 1, 1, 0, 0, 1, -1, -1, 1, 1, 0, 1, 0, -1, 1, 0, 0, 1, 0, 1, -1, -1, 1, 0, 0, -1, -1, 1, 0, 1, 0, -1, 0, 0, 0, -1, 1, -1, 1, 1, 1, -1, 0, -1, 1, -1, -1, 0, 0, -1, -1, -1, 0, 1, 1, -1, 0, 0, -1, 0, 1, 1, -1, 0, 0, 1, 0, 1, 1, 0, 0, 0, -1, 1, -1, -1, -1, 0, -1, 1, -1, -1, 1, -1, 0, -1, 1, -1, -1, 0, 1, -1, 0, 1, 1, -1, 0, 0, 1, 1, 0, -1, 1, 0, 1, -1, 0, -1, 1, 1, -1, -1, -1, 0, 1, -1, 1, 0, 0, 0, 0",9.0,2,2,0.8495392799377441
"-1, 0, 1, 1, 1, 1, 0, 1, 0, 1, -1, 0, 1, -1, 1, 1, -1, 1, 1, 0, -1, -1, -1, -1, -1, 1, 0, 1, 0, -1, -1, 0, 1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 1, 0, -1, 1, 1, -1, 0, 1, 0, -1, 1, 0, 1, -1, -1, 0, 0, 1, 0","0, -1, -1, 1, 0, 1, 0, -1, -1, -1, 0, 1, -1, -1, 0, 1, 1, 0, 0, 0, 0, -1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, -1, -1, -1, 0, 1, 0, 1, 0, -1, 0, -1, -1, 1, -1, 1, 0, -1, 0, -1, -1, -1, 1, 0, -1, 1, 1, 0",9.0,"333, 200, 470, 64, 339, 335, 378, 222, 292, 269, 333, 460, 91, 50, 75, 505, 510, 295, 65, 216, 291, 322, 194, 277, 422, 179, 377, 109, 482, 135, 86, 254, 410, 201, 89, 307, 456, 236, 175, 39, 432, 160, 164, 279, 8, 290, 237, 465, 42, 64, 286, 236, 337, 14, 90, 315, 131, 147, 366, 83, 159","1, 0, 1, 1, -1, 1, -1, 0, 1, 0, 1, 1, 1, -1, 0, 1, -1, -1, 0, 0, 1, 1, -1, 0, -1, 0, 1, 1, 1, 0, -1, 1, 1, 0, -1, -1, 0, 0, 0, 0, 1, -1, -1, 0, -1, -1, 0, -1, -1, 0, -1, 0, -1, 1, 1, 1, 0, -1, 0, -1, 0, -1, 0, 1, -1, -1, 1, 0, -1, 0, 1, -1, 0, -1, 1, 1, 0, 0, -1, 0, 1, 0, -1, -1, -1, -1, 0, -1, 0, -1, 1, 0, -1, 1, -1, -1, 1, -1, -1, 0, 1, 1, 1, 1, 1, -1, 0, -1, 0, 1, 1, 0, -1, 1, 1, 1, 1, 0, 0, 0, 0, 0",9.0,"1, 0, 1, 1, -1, 1, -1, 0, 1, 0, 1, 1, 1, -1, 0, 1, -1, -1, 0, 0, 1, 1, -1, 0, -1, 0, 1, 1, 1, 0, -1, 1, 1, 0, -1, -1, 0, 0, 0, 0, 1, -1, -1, 0, -1, -1, 0, -1, -1, 0, -1, 0, -1, 1, 1, 1, 0, -1, 0, -1, 0, -1, 0, 1, -1, -1, 1, 0, -1, 0, 1, -1, 0, -1, 1, 1, 0, 0, -1, 0, 1, 0, -1, -1, -1, -1, 0, -1, 0, -1, 1, 0, -1, 1, -1, -1, 1, -1, -1, 0, 1, 1, 1, 1, 1, -1, 0, -1, 0, 1, 1, 0, -1, 1, 1, 1, 1, 0, 0, 0, 0, 0",9.0,2,2,0.8357489109039307
"-1, 1, -1, -1, 1, -1, 0, 1, 1, 0, -1, 1, 1, 0, 0, 1, 1, 0, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1, 0, 1, 0, -1, 0, 1, -1, 1, -1, 0, 0, 1, 1, 0, -1, 0, 1, -1, -1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0","0, 1, 1, 1, 0, 0, 1, -1, -1, 1, 0, 1, 0, 0, -1, 0, -1, 1, 1, 1, -1, 1, 1, -1, 1, -1, 0, 0, -1, -1, -1, 0, 1, -1, -1, 0, -1, 0, -1, 1, 1, 0, -1, -1, -1, -1, 1, 1, 1, -1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, -1",9.0,"168, 47, 46, 462, 58, 494, 241, 104, 330, 237, 141, 154, 397, 74, 86, 104, 405, 257, 497, 154, 68, 125, 416, 252, 435, 256, 445, 49, 326, 444, 287, 223, 433, 197, 84, 338, 297, 288, 375, 52, 480, 274, 361, 484, 366, 427, 279, 97, 500, 120, 173, 73, 115, 502, 228, 450, 248, 341, 302, 41, 165","0, -1, 0, 0, 0, 1, 0, -1, -1, -1, 0, 0, -1, 1, 1, -1, 0, -1, 0, 0, 1, 0, 1, -1, -1, -1, 1, -1, -1, 1, -1, 1, 0, 0, 1, 1, 1, 0, -1, 1, 1, 0, 1, 0, 1, -1, -1, 0, 1, 1, 1, 1, -1, -1, -1, 1, 0, 0, -1, 0, 0, -1, 0, -1, -1, -1, 0, 1, -1, 1, 1, -1, 1, 0, -1, -1, 0, 1, -1, -1, 0, 0, -1, -1, 0, 1, 1, 1, 1, 1, 1, -1, 1, -1, 1, 1, 0, -1, 0, 1, 0, -1, 1, -1, 1, 0, 0, -1, -1, 0, 1, 0, -1, 1, 1, 0, 0, 0, -1, 0, 0, 0",9.0,"0, -1, 0, 0, 0, 1, 0, -1, -1, -1, 0, 0, -1, 1, 1, -1, 0, -1, 0, 0, 1, 0, 1, -1, -1, -1, 1, -1, -1, 1, -1, 1, 0, 0, 1, 1, 1, 0, -1, 1, 1, 0, 1, 0, 1, -1, -1, 0, 1, 1, 1, 1, -1, -1, -1, 1, 0, 0, -1, 0, 0, -1, 0, -1, -1, -1, 0, 1, -1, 1, 1, -1, 1, 0, -1, -1, 0, 1, -1, -1, 0, 0, -1, -1, 0, 1, 1, 1, 1, 1, 1, -1, 1, -1, 1, 1, 0, -1, 0, 1, 0, -1, 1, -1, 1, 0, 0, -1, -1, 0, 1, 0, -1, 1, 1, 0, 0, 0, -1, 0, 0, 0",9.0,2,2,0.8122701644897461
"0, -1, -1, -1, -1, 1, -1, 0, 1, 1, 0, 0, 1, 0, -1, 1, 1, 0, 0, 1, 1, -1, 0, 1, 0, -1, 0, 1, -1, 1, -1, 1, 1, 0, -1, -1, 0, 0, -1, 1, 0, 1, -1, -1, 1, -1, -1, -1, 0, 1, 1, -1, 1, 0, 0, 0, -1, 1, 1, 0, 0","-1, 0, 1, 1, 1, -1, 1, 1, 0, -1, 0, 0, 0, -1, 0, 1, 0, -1, 1, 0, -1, 1, 1, -1, 1, -1, 1, -1, -1, -1, 0, 1, -1, -1, 0, -1, 0, 0, 0, 0, 0, -1, 1, 0, 0, -1, 0, 0, 1, -1, 1, -1, 1, -1, 0, 1, 1, 1, 1, 0, -1",9.0,"16, 318, 324, 66, 161, 65, 10, 400, 427, 35, 88, 416, 352, 293, 138, 230, 256, 174, 108, 262, 461, 484, 73, 220, 428, 471, 418, 446, 191, 87, 207, 114, 49, 101, 30, 272, 47, 348, 25, 1, 326, 445, 86, 202, 313, 258, 392, 389, 411, 128, 434, 75, 502, 88, 265, 295, 35, 483, 405, 44, 148","0, 1, 1, 1, -1, 1, 1, 0, -1, 0, 0, 0, -1, 0, 1, 0, -1, 1, 0, -1, 1, 1, -1, 1, -1, 1, -1, -1, -1, 0, 1, -1, -1, 0, -1, 0, 0, 0, 0, 0, -1, 1, 0, 0, -1, 0, 0, 1, -1, 1, -1, 1, -1, 0, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1, -1, 1, -1, 0, 1, 1, 0, 0, 1, 0, -1, 1, 1, 0, 0, 1, 1, -1, 0, 1, 0, -1, 0, 1, -1, 1, -1, 1, 1, 0, -1, -1, 0, 0, -1, 1, 0, 1, -1, -1, 1, -1, -1, -1, 0, 1, 1, -1, 1, 0, 0, 0, -1, 1, 1, 0, 0, 0",9.0,"0, 1, 1, 1, -1, 1, 1, 0, -1, 0, 0, 0, -1, 0, 1, 0, -1, 1, 0, -1, 1, 1, -1, 1, -1, 1, -1, -1, -1, 0, 1, -1, -1, 0, -1, 0, 0, 0, 0, 0, -1, 1, 0, 0, -1, 0, 0, 1, -1, 1, -1, 1, -1, 0, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1, -1, 1, -1, 0, 1, 1, 0, 0, 1, 0, -1, 1, 1, 0, 0, 1, 1, -1, 0, 1, 0, -1, 0, 1, -1, 1, -1, 1, 1, 0, -1, -1, 0, 0, -1, 1, 0, 1, -1, -1, 1, -1, -1, -1, 0, 1, 1, -1, 1, 0, 0, 0, -1, 1, 1, 0, 0, 0",9.0,2,2,0.894110918045044
"1, 1, 0, -1, -1, 1, 0, 1, 1, 0, 1, 0, 1, 0, -1, 1, -1, -1, 1, 0, 1, 0, 0, 0, 0, 1, 1, -1, 0, -1, -1, -1, 0, 0, 0, -1, -1, 1, -1, 1, 0, 0, -1, 0, -1, 1, -1, -1, 0, 1, 1, 1, -1, 1, 0, -1, 1, 1, 0, -1, -1","-1, 0, 0, -1, 1, 1, 0, 0, 0, -1, -1, 0, 1, 0, 0, -1, 0, -1, 0, -1, -1, 1, -1, 1, 1, 1, 1, 0, 0, -1, 0, 1, 1, 0, 1, 0, 1, 1, -1, -1, 1, 0, 0, 1, -1, 0, -1, 0, -1, -1, -1, -1, 1, 1, -1, 1, 0, 0, -1, 1, 1",9.0,"14, 189, 334, 396, 223, 53, 445, 247, 67, 352, 374, 226, 100, 399, 157, 44, 174, 128, 70, 25, 74, 50, 30, 99, 376, 424, 75, 473, 231, 124, 121, 109, 45, 426, 384, 79, 419, 57, 289, 130, 243, 93, 410, 239, 68, 187, 231, 437, 456, 358, 39, 391, 483, 29, 32, 309, 412, 375, 35, 341, 112","0, -1, -1, 1, 1, -1, 0, 0, -1, 1, 0, 1, 0, 1, 1, 1, 1, -1, -1, 1, -1, 0, 0, 1, -1, -1, 1, 0, 0, 1, -1, -1, 0, 0, 0, 1, 1, 0, -1, 0, 0, 1, 0, 1, 0, 1, 1, -1, 1, -1, -1, -1, -1, 0, 0, 1, 0, -1, -1, 0, -1, 1, 1, -1, 1, -1, 0, 0, 1, 0, 1, -1, 1, 1, 0, -1, -1, -1, 1, -1, 0, 1, -1, -1, 0, 1, 1, -1, -1, 0, 1, 1, -1, 0, -1, -1, 0, -1, 0, -1, 0, 1, -1, 1, 1, -1, 0, -1, 0, 0, 0, 0, -1, -1, 1, 0, 1, 1, 1, 0, 0, 0",9.0,"0, -1, -1, 1, 1, -1, 0, 0, -1, 1, 0, 1, 0, 1, 1, 1, 1, -1, -1, 1, -1, 0, 0, 1, -1, -1, 1, 0, 0, 1, -1, -1, 0, 0, 0, 1, 1, 0, -1, 0, 0, 1, 0, 1, 0, 1, 1, -1, 1, -1, -1, -1, -1, 0, 0, 1, 0, -1, -1, 0, -1, 1, 1, -1, 1, -1, 0, 0, 1, 0, 1, -1, 1, 1, 0, -1, -1, -1, 1, -1, 0, 1, -1, -1, 0, 1, 1, -1, -1, 0, 1, 1, -1, 0, -1, -1, 0, -1, 0, -1, 0, 1, -1, 1, 1, -1, 0, -1, 0, 0, 0, 0, -1, -1, 1, 0, 1, 1, 1, 0, 0, 0",9.0,2,2,0.7625577449798584
"1, -1, -1, 0, 0, 1, -1, 0, -1, 1, -1, -1, 0, -1, -1, 0, 0, -1, 1, -1, 1, 1, 1, 1, 0, -1, -1, 0, 1, 1, 0, 0, -1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, -1, 0, 0, 1, 1, -1, 1, -1, -1, -1, 0, -1, 1, 1, 1, -1","0, -1, -1, -1, -1, -1, 1, 1, -1, 1, -1, -1, 1, -1, 1, -1, 1, -1, -1, 0, 1, 0, -1, 1, 0, 1, -1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, -1, 1, 0, 0, 1, 1, 0, 0, -1, 0, -1, 0, 1, 0, 1, -1, 1, 0, -1, -1, 1, 1, 1, 0",9.0,"176, 366, 264, 373, 31, 405, 320, 243, 327, 204, 476, 90, 333, 81, 465, 54, 36, 91, 12, 29, 453, 240, 304, 162, 37, 114, 1, 222, 405, 21, 259, 117, 82, 326, 59, 246, 487, 325, 129, 463, 16, 127, 243, 205, 288, 17, 366, 339, 480, 47, 90, 437, 24, 326, 168, 400, 184, 267, 124, 260, 76","1, 0, 1, 0, -1, 0, -1, 1, -1, 0, 1, 1, -1, -1, -1, 0, 0, 1, 1, 1, 1, 1, -1, -1, 1, -1, 1, 1, -1, 1, -1, 1, -1, 1, 1, 0, -1, 0, 1, -1, 0, -1, 1, 0, -1, 0, 0, 0, 0, -1, 0, 0, 0, 1, -1, 0, 0, -1, -1, 0, 0, 1, 0, 0, -1, -1, 1, -1, 1, 1, 1, 0, 1, -1, -1, -1, 1, -1, 1, 1, 0, 0, -1, 1, 0, 1, -1, 1, 1, 0, 1, 1, 0, 0, 1, -1, 1, -1, -1, -1, -1, 0, 1, 1, 0, -1, -1, 0, 0, 1, -1, 0, -1, 0, 0, -1, 0, 0, -1, -1, 0, 0",9.0,"1, 0, 1, 0, -1, 0, -1, 1, -1, 0, 1, 1, -1, -1, -1, 0, 0, 1, 1, 1, 1, 1, -1, -1, 1, -1, 1, 1, -1, 1, -1, 1, -1, 1, 1, 0, -1, 0, 1, -1, 0, -1, 1, 0, -1, 0, 0, 0, 0, -1, 0, 0, 0, 1, -1, 0, 0, -1, -1, 0, 0, 1, 0, 0, -1, -1, 1, -1, 1, 1, 1, 0, 1, -1, -1, -1, 1, -1, 1, 1, 0, 0, -1, 1, 0, 1, -1, 1, 1, 0, 1, 1, 0, 0, 1, -1, 1, -1, -1, -1, -1, 0, 1, 1, 0, -1, -1, 0, 0, 1, -1, 0, -1, 0, 0, -1, 0, 0, -1, -1, 0, 0",9.0,2,2,0.8038632869720459
"1, 0, 1, -1, 0, 0, 1, 1, 1, -1, -1, -1, -1, 0, -1, 0, -1, 0, 0, 1, -1, 0, -1, -1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, -1, 1, 0, 1, 0, 1, 1, 0, -1, -1, 1, -1, 1, -1, 1, -1, -1, 0, 1, 0, 0, 0, 1, -1, -1, -1","1, 0, -1, 1, 0, 0, 0, -1, -1, -1, 0, 0, 1, 1, 1, 1, 0, 0, -1, 0, 0, -1, -1, -1, 1, 0, -1, 1, -1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, -1, -1, -1, 1, 0, -1, 0, 1, -1, 1, 1, -1, -1, 1, -1, 1, -1, 0, 0, 1, -1",9.0,"348, 444, 326, 460, 101, 146, 363, 377, 384, 54, 186, 311, 119, 81, 220, 277, 276, 322, 504, 260, 268, 394, 91, 3, 265, 69, 141, 508, 326, 493, 125, 196, 431, 140, 70, 49, 254, 245, 234, 134, 373, 30, 105, 112, 363, 253, 210, 500, 51, 157, 2, 12, 19, 258, 114, 482, 341, 24, 382, 382, 171","0, 0, 1, -1, 1, 0, -1, 1, 0, 0, 0, -1, -1, -1, 0, 0, 1, 1, 1, 1, 0, 0, -1, 0, 0, -1, -1, -1, 1, 0, -1, 1, -1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, -1, -1, -1, 1, 0, -1, 0, 1, -1, 1, 1, -1, -1, 1, -1, 1, -1, 1, -1, -1, -1, 1, 0, 1, -1, 0, 0, 1, 1, 1, -1, -1, -1, -1, 0, -1, 0, -1, 0, 0, 1, -1, 0, -1, -1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, -1, 1, 0, 1, 0, 1, 1, 0, -1, -1, 1, -1, 1, -1, 1, -1, -1, 0, 1, 0, 0, 0",9.0,"0, 0, 1, -1, 1, 0, -1, 1, 0, 0, 0, -1, -1, -1, 0, 0, 1, 1, 1, 1, 0, 0, -1, 0, 0, -1, -1, -1, 1, 0, -1, 1, -1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, -1, -1, -1, 1, 0, -1, 0, 1, -1, 1, 1, -1, -1, 1, -1, 1, -1, 1, -1, -1, -1, 1, 0, 1, -1, 0, 0, 1, 1, 1, -1, -1, -1, -1, 0, -1, 0, -1, 0, 0, 1, -1, 0, -1, -1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, -1, 1, 0, 1, 0, 1, 1, 0, -1, -1, 1, -1, 1, -1, 1, -1, -1, 0, 1, 0, 0, 0",9.0,2,2,0.8077788352966309
"-1, 0, 0, 0, -1, 1, 0, -1, 1, 0, 1, 0, 0, -1, -1, 0, 0, 1, -1, -1, 1, 1, 0, 1, -1, 1, 0, 1, -1, 0, 1, -1, 1, 0, 1, 0, -1, -1, 1, -1, 1, 0, -1, 1, 0, -1, 1, -1, 0, 0, -1, 1, -1, 1, -1, 1, -1, 1, 0, 1, 0","-1, 0, -1, 1, -1, 0, 0, 1, -1, -1, 1, 0, 0, -1, -1, 1, 1, 1, -1, 1, 1, -1, 1, 0, -1, 1, 1, 0, 1, 1, -1, 0, 1, -1, 0, 1, 1, 1, 0, -1, 0, 0, 0, 1, 1, -1, -1, 0, -1, 0, 0, -1, 0, 1, -1, -1, 0, 0, 0, 0, -1",9.0,"391, 420, 56, 354, 487, 181, 104, 66, 139, 307, 116, 144, 212, 216, 457, 389, 300, 262, 370, 175, 203, 50, 386, 197, 259, 155, 255, 95, 359, 342, 78, 270, 422, 338, 35, 391, 57, 296, 506, 481, 178, 316, 303, 83, 245, 60, 115, 272, 394, 64, 504, 405, 246, 493, 184, 326, 98, 180, 89, 81, 403","-1, 0, 0, 1, -1, -1, 1, 0, 0, -1, -1, 1, 1, 1, -1, 1, 1, -1, 1, 0, -1, 1, 1, 0, 1, 1, -1, 0, 1, -1, 0, 1, 1, 1, 0, -1, 0, 0, 0, 1, 1, -1, -1, 0, -1, 0, 0, -1, 0, 1, -1, -1, 0, 0, 0, 0, -1, -1, 0, -1, 1, -1, 1, 0, -1, 1, 0, 1, 0, 0, -1, -1, 0, 0, 1, -1, -1, 1, 1, 0, 1, -1, 1, 0, 1, -1, 0, 1, -1, 1, 0, 1, 0, -1, -1, 1, -1, 1, 0, -1, 1, 0, -1, 1, -1, 0, 0, -1, 1, -1, 1, -1, 1, -1, 1, 0, 1, 0, -1, 0, 0, 0",9.0,"-1, 0, 0, 1, -1, -1, 1, 0, 0, -1, -1, 1, 1, 1, -1, 1, 1, -1, 1, 0, -1, 1, 1, 0, 1, 1, -1, 0, 1, -1, 0, 1, 1, 1, 0, -1, 0, 0, 0, 1, 1, -1, -1, 0, -1, 0, 0, -1, 0, 1, -1, -1, 0, 0, 0, 0, -1, -1, 0, -1, 1, -1, 1, 0, -1, 1, 0, 1, 0, 0, -1, -1, 0, 0, 1, -1, -1, 1, 1, 0, 1, -1, 1, 0, 1, -1, 0, 1, -1, 1, 0, 1, 0, -1, -1, 1, -1, 1, 0, -1, 1, 0, -1, 1, -1, 0, 0, -1, 1, -1, 1, -1, 1, -1, 1, 0, 1, 0, -1, 0, 0, 0",9.0,2,2,0.7835211753845215
